,depart_airport,depart_date,depart_time,arrival_time,arrival_date,dest_airport,airline
201,Lincang Boshang Airport - Lincang,2022-06-30,02:59,07:24,2022-06-30,Eagle County Regional Airport - Eagle,SkyExpress
202,Zhengzhou Air Base - Zhengzhou,2022-06-24,09:38,11:40,2022-06-24,Gods River Airport - Gods River,Malaysia Airlines
203,Inowroclaw Military Air Base - nan,2022-09-10,06:39,11:23,2022-09-10,Nörvenich Air Base - nan,Kiwi Travel Intl Airlines
204,Oberpfaffenhofen Airport - Weßling,2022-11-12,08:47,12:44,2022-11-12,Murray Field - Eureka,Air Vanuatu
205,Laupheim Air Base - nan,2022-06-20,07:07,10:36,2022-06-20,Sana'a International Airport - Sana'a,Yugoslav Airlines
206,Pincher Creek Airport - Pincher Creek,2022-08-12,10:26,14:58,2022-08-12,Gelendzhik Airport - Gelendzhik,Air Australia
207,Aérodrome d'Arcachon-La Teste-de-Buch - Arcachon/La Teste-de-Buch,2022-11-07,01:25,07:15,2022-11-07,Dangyang Air Base - Yichang,Air Canada
208,Longyan Guanzhishan Airport - Longyan,2022-10-19,16:17,21:23,2022-10-19,Gaua Island Airport - Gaua Island,Asiana Airlines
209,Kananga Airport - Kananga,2022-06-29,04:51,10:00,2022-06-29,Feteşti Air Base - Feteşti,Air Tahiti Nui
210,Karl Stefan Memorial Airport - Norfolk,2022-06-22,19:02,22:22,2022-06-22,Kuito Airport - Kuito,Korean Air
211,Ekati Airport - Ekati,2022-08-08,22:45,23:58,2022-08-08,Rivière-du-Loup Airport - Rivière-du-Loup,Tianjin Airlines
212,Niue International Airport - Alofi,2022-08-04,06:34,12:12,2022-08-04,Tokushima Awaodori Airport / JMSDF Tokushima Air Base - Tokushima,China Airlines
213,Ashgabat International Airport - Ashgabat,2022-11-23,19:20,01:33,2022-11-23,Lynchburg Regional Preston Glenn Field - Lynchburg,Royal Tongan Airlines
214,Sanming Shaxian Airport - Sanming,2022-11-27,13:00,15:05,2022-11-27,Selebi Phikwe Airport - Selebi Phikwe,Australian Airlines
215,City of Colorado Springs Municipal Airport - Colorado Springs,2022-12-06,09:04,13:17,2022-12-06,Juwata Airport - Tarakan Island,United Airlines
216,Arctic Village Airport - Arctic Village,2022-06-09,22:30,00:19,2022-06-09,Raja Bhoj International Airport - Bhopal,Tigerair
217,Francisco de Sá Carneiro Airport - Porto,2022-11-01,18:17,21:53,2022-11-01,Cherkasy International Airport - Cherkasy,Valuair
218,Armilla Air Base - Armilla,2022-08-01,03:21,06:11,2022-08-01,Marsa Alam International Airport - Marsa Alam,Hawaiian Airlines
219,Heihe Aihui Airport - Heihe,2022-09-19,18:54,19:32,2022-09-19,Chongqing Xiannüshan Airport - Wulong,Mandarin Airlines
220,Cranbrook/Canadian Rockies International Airport - Cranbrook,2022-08-24,15:14,21:07,2022-08-24,Westover ARB/Metropolitan Airport - Springfield/Chicopee,Batik Air Indonesia
221,Balchik Airfield - Balchik,2022-07-10,11:26,17:37,2022-07-10,Camp Humphreys (A-511) Airfield - Pyeongtaek,Continental Airlines
222,Lynchburg Regional Preston Glenn Field - Lynchburg,2022-05-30,10:02,11:38,2022-05-30,Sultan Iskandar Muda International Airport - Banda Aceh,Air Niugini
223,Mactan Cebu International Airport - Lapu-Lapu City,2022-08-19,13:30,18:19,2022-08-19,Shah Amanat International Airport - Chattogram (Chittagong),Polar Air Cargo
224,Palmarito Airport - Palmarito,2022-05-06,20:39,02:57,2022-05-06,Yakubu Gowon Airport - Jos,Silk Air
225,Boeing Field King County International Airport - Seattle,2022-05-17,15:49,17:44,2022-05-17,Tulcea Danube Delta Airport - Tulcea,Northwest Airlines
226,Rochester International Airport - Rochester,2022-12-01,11:05,13:40,2022-12-01,Madang Airport - Madang,Nauru Airlines
227,Birma Air Base - Tanta,2022-10-13,01:49,07:49,2022-10-13,Evanston-Uinta County Airport-Burns Field - Evanston,Solomon Airlines
228,Jamnagar Airport - Jamnagar,2022-11-22,22:32,23:55,2022-11-22,Xincheng Air Base - Ganzhou,Jetstar
229,Khanty Mansiysk Airport - Khanty-Mansiysk,2022-05-28,17:50,22:11,2022-05-28,Nouakchott–Oumtounsy International Airport - Nouakchott,South African Airways
230,Nova Lisboa Airport - Huambo,2022-08-22,23:49,05:50,2022-08-22,Gulfport Biloxi International Airport - Gulfport,Flying Tiger Line
231,Powidz Military Air Base - nan,2022-05-08,21:48,22:58,2022-05-08,Obando Cesar Gaviria Trujillo Airport - Puerto Inírida,Thai AirAsia X
232,Changchun Longjia International Airport - Changchun,2022-08-11,10:00,11:41,2022-08-11,Jorge Chávez International Airport - Lima,American Airlines
233,Kostroma Sokerkino Airport - Kostroma,2022-08-30,16:15,19:08,2022-08-30,Chitral Airport - Chitral,Asiana Airlines
234,Valdosta Regional Airport - Valdosta,2022-06-08,14:09,14:58,2022-06-08,Homestead ARB Airport - Homestead,Cook Islands International
235,Jūrmala Airport - Tukums,2022-06-16,04:07,05:04,2022-06-16,Qingshui Air Base - Jiuquan,Flying Tiger Line
236,"Andersen Air Force Base - Yigo, Mariana Island",2022-09-19,01:11,01:43,2022-09-19,Dingxin/Shuangchengzi Air Base - nan,Valuair
237,Teniente Av. Jorge Henrich Arauz Airport - Trinidad,2022-10-04,22:38,01:45,2022-10-04,Beirut Rafic Hariri International Airport - Beirut,Kiwi Travel Intl Airlines
238,Ayers Rock Connellan Airport - Ayers Rock,2022-12-18,02:41,05:34,2022-12-18,Sirsa Air Force Station - nan,China Southern Airlines
239,Sacramento Mather Airport - Sacramento,2022-06-18,14:38,18:06,2022-06-18,Skrydstrup Air Base - Vojens,Yugoslav Airlines
240,Santos Nero Moura Air Base / Guarujá Airport - Guarujá,2022-10-01,02:54,07:13,2022-10-01,North Platte Regional Airport Lee Bird Field - North Platte,Lan Chile
241,Guasdalito Airport - nan,2022-09-01,02:56,07:20,2022-09-01,Burqin Kanas Airport - Burqin,Donghai Airlines
242,Boone County Airport - Harrison,2022-07-24,07:06,11:07,2022-07-24,Dundee Airport - Dundee,AirAsia X
243,Norilsk-Alykel Airport - Norilsk,2022-07-01,10:53,15:56,2022-07-01,Palm Springs International Airport - Palm Springs,Australia Asia Airlines
244,Ottawa Macdonald-Cartier International Airport - Ottawa,2022-08-14,16:17,22:02,2022-08-14,Dryden Regional Airport - Dryden,British Airways
245,JMSDF Shimofusa Air Base - Matsudo,2022-06-27,06:34,09:36,2022-06-27,San Bernardino International Airport - San Bernardino,Swissair
246,Waynesville-St. Robert Regional Forney field - Fort Leonard Wood,2022-11-08,20:33,00:28,2022-11-08,Ürümqi Diwopu International Airport - Ürümqi,Air Austral
247,Barksdale Air Force Base - Bossier City,2022-11-07,16:32,23:12,2022-11-07,Sacheon Air Base/Airport - Sacheon,All Nippon Airways
248,Xoxocotlán International Airport - Oaxaca,2022-07-11,14:29,15:21,2022-07-11,Santos Nero Moura Air Base / Guarujá Airport - Guarujá,Australia Asia Airlines
249,Tobago-Crown Point Airport - Scarborough,2022-09-04,20:55,01:07,2022-09-04,La Chinita International Airport - Maracaibo,Norfolk Jet Express
250,Captain Pedro Canga Rodriguez International Airport - Tumbes,2022-07-02,16:48,22:51,2022-07-02,New Richmond Regional Airport - New Richmond,Indonesia AirAsia
251,Ras Mishab Airport - Al Mishab,2022-10-31,16:42,20:18,2022-10-31,Troy Municipal Airport at N Kenneth Campbell Field - Troy,Jetstar Asia
252,New Ishigaki Airport - Ishigaki,2022-11-28,20:33,03:00,2022-11-28,Lauro Carneiro de Loyola Airport - Joinville,SkyAirWorld
253,Mihail Kogălniceanu International Airport - Constanţa,2022-12-08,06:51,12:58,2022-12-08,Naga Airport - Naga,Alitalia
254,Dijon-Bourgogne Airport - Dijon/Longvic,2022-07-22,09:31,12:42,2022-07-22,Hood Army Air Field - Fort Hood,Thai AirAsia X
255,Saint Cloud Regional Airport - Saint Cloud,2022-07-05,13:14,13:49,2022-07-05,Necochea Airport - Necochea,Lauda Air
256,Whitecourt Airport - Whitecourt,2022-09-01,12:48,16:05,2022-09-01,San Javier Airport - San Javier,Continental Micronesia
257,Tarbes-Lourdes-Pyrénées Airport - Tarbes/Lourdes/Pyrénées,2022-06-19,16:43,22:44,2022-06-19,Malmen Air Base - Linköping,Lan Chile
258,Burqin Kanas Airport - Burqin,2022-07-02,01:11,04:37,2022-07-02,Soewondo Air Force Base - Medan,EgyptAir
259,Monte Caseros Airport - Monte Caseros,2022-05-04,20:00,22:26,2022-05-04,Ottawa Macdonald-Cartier International Airport - Ottawa,Air India
260,Solenzara (BA 126) Air Base - Solenzara,2022-08-23,00:11,04:07,2022-08-23,Buckland Airport - Buckland,Australia Asia Airlines
261,Gudauta Air Base - Gudauta,2022-09-12,18:04,19:54,2022-09-12,Vandenberg Air Force Base - Lompoc,All Nippon Airways
262,Casale Monferrato Airport - Casale Monferrato,2022-06-20,09:33,15:20,2022-06-20,Khanty Mansiysk Airport - Khanty-Mansiysk,Air Chathams
263,Sofia Airport - Sofia,2022-11-20,14:26,18:49,2022-11-20,Qionghai Bo'ao Airport - Qionghai,Ansett International
264,Makhachkala Uytash International Airport - Makhachkala,2022-05-22,11:42,16:20,2022-05-22,Montreal International (Mirabel) Airport - Montréal,Air China
265,Sliač Airport - Sliač,2022-09-18,01:12,05:25,2022-09-18,Evelio Javier Airport - San Jose,Australian Airlines
266,Ta'izz International Airport - Ta'izz,2022-05-18,11:04,15:24,2022-05-18,San Andros Airport - Andros Island,Thai Airways International
267,Easterwood Field - College Station,2022-10-25,20:58,23:38,2022-10-25,General Mariano Escobedo International Airport - Monterrey,Garuda Indonesia
268,Gaspé (Michel-Pouliot) Airport - Gaspé,2022-10-11,10:47,16:12,2022-10-11,Petrozavodsk Airport - Petrozavodsk,Thai AirAsia X
269,Ürümqi Diwopu International Airport - Ürümqi,2022-07-07,15:06,17:38,2022-07-07,Koné Airport - Koné,Virgin Atlantic Airways
270,Charleville Airport - Charleville,2022-09-28,19:40,00:01,2022-09-28,Paloich Airport - Higleig,Air Chathams
271,Hsinchu Air Base - Hsinchu City,2022-09-03,17:57,22:52,2022-09-03,Pinto Martins International Airport - Fortaleza,Lauda Air
272,Orlando Sanford International Airport - Orlando,2022-10-03,12:41,17:09,2022-10-03,Legazpi City International Airport - Legazpi City,EgyptAir
273,Labasa Airport - nan,2022-10-17,09:28,10:32,2022-10-17,Cumaná (Antonio José de Sucre) Airport - nan,Evergreen Intl Airlines
274,King Saud Bin Abdulaziz (Al Baha) Airport - Al Aqiq,2022-09-23,16:08,22:08,2022-09-23,"La Palma Airport - Sta Cruz de la Palma, La Palma Island",Lauda Air
275,Goose Bay Airport - Goose Bay,2022-07-03,07:55,13:40,2022-07-03,Davis Monthan Air Force Base - Tucson,Pel-Air Aviation
276,Monroe County Airport - Bloomington,2022-10-19,02:26,08:44,2022-10-19,Gdańsk Lech Wałęsa Airport - Gdańsk,Transair
277,Awang Airport - Cotabato City,2022-11-22,08:21,10:39,2022-11-22,Yorkton Municipal Airport - Yorkton,Indonesia AirAsia Extra
278,Pajala Airport - nan,2022-10-24,01:40,02:45,2022-10-24,Staraya Russa Air Base - Staraya Russa,Air Mauritius
279,Florennes Air Base - Florennes,2022-10-17,07:28,13:48,2022-10-17,Kish International Airport - Kish Island,Freedom Air International
280,Lincang Boshang Airport - Lincang,2022-08-26,09:07,13:19,2022-08-26,Tan Tan Airport - Tan Tan,United Airlines
281,Harrismith Airport - Harrismith,2022-05-17,02:38,09:14,2022-05-17,Al Asad Air Base - Hīt,Martinair Holland
282,Troy Municipal Airport at N Kenneth Campbell Field - Troy,2022-08-16,07:04,09:49,2022-08-16,Afonso Pena Airport - Curitiba,Union de Transports Aeriens
283,"Tuchengzi Air Base - Lüshunkou, Dalian",2022-10-05,15:22,16:30,2022-10-05,McMurdo Station Pegasus Field - McMurdo Station,Virgin Samoa
284,Gassim Airport - nan,2022-05-17,10:49,13:55,2022-05-17,California Redwood Coast-Humboldt County Airport - Arcata/Eureka,Connie Kalitta Services
285,Kangding Airport - Kangding,2022-05-27,23:14,01:54,2022-05-27,Formosa Airport - Formosa,LATAM Airlines
286,Maximo Gomez Airport - Ciego de Avila,2022-10-23,23:54,01:34,2022-10-23,Babo Airport - Babo-Papua Island,OzJet
287,Curuzu Cuatia Airport - Curuzu Cuatia,2022-10-26,10:05,14:05,2022-10-26,Soltsy-2 Air Base - Soltsy,Beijing Capital Airlines
288,Maharana Pratap Airport - Udaipur,2022-12-26,18:38,22:36,2022-12-26,Chaitén Airport - Chaiten,Continental Airlines
289,Gral. Bernardo O´Higgins Airport - Chillan,2022-10-21,04:30,10:09,2022-10-21,Snohomish County (Paine Field) Airport - Everett,Gulf Air
290,Angers-Loire Airport - Angers/Marcé,2022-12-28,10:41,11:35,2022-12-28,Pattani Airport - nan,Aerolineas Argentinas
291,Gallup Municipal Airport - Gallup,2022-10-13,10:03,12:07,2022-10-13,Providenciales International Airport - Providenciales,Air China
292,Summerside Airport - Slemon Park,2022-11-07,02:16,07:15,2022-11-07,Gold Coast Airport - Gold Coast,SriLankan Airlines
293,Casper-Natrona County International Airport - Casper,2022-09-11,13:43,17:51,2022-09-11,San Antonio Del Tachira Airport - nan,Ansett Air Freight
294,Warton Aerodrome - Warton,2022-09-16,12:51,14:18,2022-09-16,Kirkwall Airport - Orkney Islands,Transair
295,Kempegowda International Airport - Bangalore,2022-06-10,06:20,07:24,2022-06-10,Pavlodar Airport - Pavlodar,Air France
296,Quaqtaq Airport - Quaqtaq,2022-08-07,07:28,09:18,2022-08-07,Krasnodar Central Air Base - Krasnodar,Jin Air
297,Termas de Río Hondo international Airport - Termas de Río Hondo,2022-06-17,12:55,18:05,2022-06-17,Gustavo Artunduaga Paredes Airport - Florencia,Citilink Indonesia
298,"Lydd Airport - Lydd, Ashford",2022-07-22,15:20,19:30,2022-07-22,Myitkyina Airport - Myitkyina,Qatar Airways
299,Chief Dawid Stuurman International Airport - Port Elizabeth,2022-12-01,23:41,01:49,2022-12-01,Cambridge Bay Airport - Cambridge Bay,Air New Zealand
300,Krasnokamensk Airport - Krasnokamensk,2022-12-05,08:22,14:18,2022-12-05,Kenosha Regional Airport - Kenosha,Olympic Airways
301,Escuela Mariscal Sucre Airport - Maracay,2022-08-05,11:36,17:33,2022-08-05,Tarauacá Airport - Tarauacá,Solomon Airlines
302,Baise Youjiang Airport - Baise (Tianyang),2022-12-01,21:17,02:49,2022-12-01,Walton Airport - Lahore,Air Chathams
303,Northwest Arkansas Regional Airport - Fayetteville/Springdale/Rogers,2022-06-01,00:54,02:51,2022-06-01,Kake Airport - Kake,Qatar Airways
304,Burns Municipal Airport - Burns,2022-11-01,08:33,09:17,2022-11-01,Jodhpur Airport - Jodhpur,Australian Airlines
305,Lemhi County Airport - Salmon,2022-11-07,15:42,21:41,2022-11-07,Hua Hin Airport - Hua Hin,Indonesia AirAsia
306,Laval-Entrammes Airport - Laval/Entrammes,2022-06-09,02:19,08:31,2022-06-09,Roanoke–Blacksburg Regional Airport - Roanoke,Tigerair
307,Tengah Air Base - Western Water Catchment,2022-09-11,22:31,02:21,2022-09-11,Launceston Airport - Launceston,Martinair Holland
308,Zunyi Xinzhou Airport - Zunyi,2022-12-27,22:53,23:33,2022-12-27,Rochefort-Saint-Agnant (BA 721) Airport - Rochefort/Saint-Agnant,Swissair
309,Richard Lloyd Jones Jr Airport - Tulsa,2022-08-05,04:29,07:43,2022-08-05,Zhangshu Air Base - Yichun,Yugoslav Airlines
310,Hiva Oa-Atuona Airport - Hiva Oa Island,2022-05-07,03:54,09:30,2022-05-07,Omsukchan Airport - Omsukchan,Tigerair
311,"Glasgow Prestwick Airport - Prestwick, South Ayrshire",2022-10-11,07:38,14:10,2022-10-11,Lanseria International Airport - Johannesburg,Thai AirAsia X
312,Jiamusi Airport - Jiamusi,2022-08-11,00:22,02:50,2022-08-11,JASDF Hofu Airfield - Hofu,SkyAirWorld
313,Soummam – Abane Ramdane Airport - Béjaïa,2022-08-13,11:51,15:11,2022-08-13,Juana Azurduy De Padilla Airport - Sucre,Merpati Nusantara Airlines
314,Seshcha Air Base - Dubrovka,2022-07-12,18:13,18:50,2022-07-12,Jodhpur Airport - Jodhpur,Olympic Airways
315,Lijiang Sanyi International Airport - Lijiang,2022-05-04,22:33,04:11,2022-05-04,Santa Maria Airport - Vila do Porto,Air Paradise International
316,Malvinas Argentinas Airport - Ushuaia,2022-09-16,21:23,22:52,2022-09-16,Jieyang Chaoshan International Airport - Jieyang (Rongcheng),China Airlines
317,Cut Nyak Dhien Airport - Kuala Pesisir,2022-09-07,06:00,07:34,2022-09-07,Elorza Airport - nan,Cathay Pacific Airways
318,Petropavl Airport - Petropavl,2022-11-02,14:30,21:06,2022-11-02,Baotou Airport - Baotou,Malindo Air
319,Cherskiy Airport - Cherskiy,2022-10-22,07:28,11:55,2022-10-22,Taraz Airport - Taraz,Eva Air
320,Moosonee Airport - Moosonee,2022-06-21,18:40,22:51,2022-06-21,Fort Dodge Regional Airport - Fort Dodge,Ansett Air Freight
321,Ignace Municipal Airport - Ignace,2022-06-08,19:43,23:49,2022-06-08,"Oslo Airport, Gardermoen - Oslo",All Nippon Airways
322,Chumphon Airport - nan,2022-09-29,13:41,18:15,2022-09-29,Wuhu Xuanzhou Airport - Wuhu,SkyAirWorld
323,Campbell Bay Airport / INS Baaz - Campbell Bay,2022-05-26,16:45,20:01,2022-05-26,JMSDF Tateyama Air Base - Tateyama,Royal Tongan Airlines
324,Grand Forks International Airport - Grand Forks,2022-05-15,18:48,00:04,2022-05-15,Berbera Airport - Berbera,Jetstar
325,Gunnedah Airport - nan,2022-08-28,16:44,22:55,2022-08-28,Araraquara Airport - Araraquara,Royal Brunei Airlines
326,Ras Al Hadd Airport - Ras ar Ruays,2022-05-21,21:03,23:33,2022-05-21,Biskra - Mohamed Khider Airport - Biskra,Samoa Airways
327,Yokota Air Base - Fussa,2022-09-16,07:15,08:44,2022-09-16,Suhaj Mubarak International Airport - Suhaj,Virgin Samoa
328,Szolnok Air Base - Szolnok,2022-08-14,16:30,22:24,2022-08-14,Wanganui Airport - Wanganui,Transair
329,Halls Creek Airport - nan,2022-08-08,11:32,14:31,2022-08-08,Graf Ignatievo Air Base - Graf Ignatievo,United Parcel Service
330,Pohnpei International Airport - Pohnpei Island,2022-06-13,06:48,09:21,2022-06-13,Juneau International Airport - Juneau,Donghai Airlines
331,Miandrivazo Airport - Miandrivazo,2022-08-01,04:24,10:51,2022-08-01,Ianca Air Base - Ianca,All Nippon Airways
332,Maya-Maya Airport - Brazzaville,2022-09-13,20:03,22:02,2022-09-13,Roland Garros Airport - St Denis,Citilink Indonesia
333,Dupage Airport - Chicago/West Chicago,2022-05-31,18:06,22:43,2022-05-31,Rajiv Gandhi International Airport - Hyderabad,Virgin Samoa
334,General Bartolome Salom International Airport - nan,2022-11-29,23:12,01:46,2022-11-29,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport - Jizan,Delta Air Lines
335,Rajahmundry Airport - Rajahmundry,2022-10-27,08:14,10:25,2022-10-27,Adolf Würth Airport - Schwäbisch Hall,Silk Air
336,Golden Airport - Golden,2022-05-27,12:32,14:42,2022-05-27,Tenerife Norte-Ciudad de La Laguna Airport - Tenerife,Nauru Airlines
337,Kamloops Airport - Kamloops,2022-07-15,16:31,16:55,2022-07-15,Orlando International Airport - Orlando,Pan American
338,Joensuu Airport - Joensuu / Liperi,2022-11-26,06:18,06:45,2022-11-26,Tiruchirappalli International Airport - Tiruchirappalli,Martinair Holland
339,Lublin Airport - Lublin,2022-08-11,06:52,08:05,2022-08-11,Le Castellet Airport - Le Castellet,AOM French Airlines
340,Kodiak Airport - Kodiak,2022-09-29,10:42,12:31,2022-09-29,Galway Airport - Galway,Airlines PNG
341,Salem Airport - Salem,2022-12-13,13:18,15:25,2022-12-13,Saint-Étienne-Bouthéon Airport - Saint-Étienne/Bouthéon,MBA Pty Ltd
342,Hasanuddin International Airport - Ujung Pandang-Celebes Island,2022-05-03,17:36,23:13,2022-05-03,Benito Salas Airport - Neiva,Hawaiian Airlines
343,Mac Dill Air Force Base - Tampa,2022-10-14,05:48,09:16,2022-10-14,Presidente Juscelino Kubitschek International Airport - Brasília,AOM French Airlines
344,Les Bases Airport - Grand Bourg,2022-06-02,07:35,13:35,2022-06-02,Sunchon Air Base - Sunchon,Cargolux Airlines Intl
345,Kodiak Airport - Kodiak,2022-07-14,17:15,23:42,2022-07-14,Ivano-Frankivsk International Airport - Ivano-Frankivsk,Philippine Airlines
346,Dryden Regional Airport - Dryden,2022-11-24,07:54,09:05,2022-11-24,Canoas Air Force Base - Porto Alegre,V Australia
347,Kayes Dag Dag Airport - nan,2022-07-21,09:34,11:24,2022-07-21,Trivandrum International Airport - Thiruvananthapuram,Thai Airways International
348,Fort Liard Airport - Fort Liard,2022-07-10,01:53,07:09,2022-07-10,Swan Hill Airport - nan,Scoot Tigerair
