,depart_airport,depart_date,depart_time,arrival_time,arrival_date,dest_airport,airline
209,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-23,01:43,02:26,2022-06-23,Fort Smith Airport - Fort Smith,Flying Tiger Line
210,Taloyoak Airport - Taloyoak,2022-06-07,12:18,13:40,2022-06-07,Timmins/Victor M. Power - Timmins,OzJet
211,Goose Bay Airport - Goose Bay,2022-06-11,20:16,01:07,2022-06-11,Gore Bay Manitoulin Airport - Gore Bay,Philippine Airlines
212,Taloyoak Airport - Taloyoak,2022-06-24,17:37,18:07,2022-06-24,Goose Bay Airport - Goose Bay,Japan Airlines
213,Fort Smith Airport - Fort Smith,2022-06-28,10:00,12:04,2022-06-28,Fort Nelson Airport - Fort Nelson,Indonesia AirAsia
214,Lynn Lake Airport - Lynn Lake,2022-06-07,15:42,20:46,2022-06-07,London Airport - London,Nauru Airlines
215,Goose Bay Airport - Goose Bay,2022-06-04,20:41,21:44,2022-06-04,Lynn Lake Airport - Lynn Lake,Northwest Airlines
216,London Airport - London,2022-06-01,12:39,16:10,2022-06-01,Mont Joli Airport - Mont-Joli,Samoa Airways
217,Abbotsford International Airport - Abbotsford,2022-06-04,19:37,02:00,2022-06-04,Kapuskasing Airport - Kapuskasing,United Parcel Service
218,Churchill Airport - Churchill,2022-06-05,03:42,06:58,2022-06-05,Mont Joli Airport - Mont-Joli,Japan Airlines
219,Beaver Creek Airport - Beaver Creek,2022-06-03,04:16,08:35,2022-06-03,Gore Bay Manitoulin Airport - Gore Bay,Virgin Australia
220,Taloyoak Airport - Taloyoak,2022-06-17,07:12,11:16,2022-06-17,Fort Smith Airport - Fort Smith,KLM Royal Dutch Airlines
221,Victoria International Airport - Victoria,2022-06-16,08:17,13:51,2022-06-16,Fort Nelson Airport - Fort Nelson,Air Zimbabwe
222,Abbotsford International Airport - Abbotsford,2022-06-08,14:44,16:00,2022-06-08,Victoria International Airport - Victoria,National Jet Systems
223,St Leonard Airport - St Leonard,2022-06-28,16:18,17:06,2022-06-28,Armstrong Airport - Armstrong,Air Tahiti Nui
224,Lynn Lake Airport - Lynn Lake,2022-06-21,03:07,05:01,2022-06-21,Armstrong Airport - Armstrong,United Airlines
225,Bonaventure Airport - Bonaventure,2022-06-15,17:46,23:41,2022-06-15,Taloyoak Airport - Taloyoak,Singapore Airlines
226,Mont Joli Airport - Mont-Joli,2022-06-06,09:15,11:38,2022-06-06,Beaver Creek Airport - Beaver Creek,Xiamen Airlines
227,Goose Bay Airport - Goose Bay,2022-06-08,10:02,14:20,2022-06-08,Fort St John Airport - Fort St.John,Hawaiian Airlines
228,St. John's International Airport - St. John's,2022-06-13,08:03,14:22,2022-06-13,Goose Bay Airport - Goose Bay,V Australia
229,Bonaventure Airport - Bonaventure,2022-06-24,01:33,05:09,2022-06-24,Churchill Airport - Churchill,Merpati Nusantara Airlines
230,Whale Cove Airport - Whale Cove,2022-06-11,15:51,21:14,2022-06-11,Taloyoak Airport - Taloyoak,Air Caledonie
231,Whale Cove Airport - Whale Cove,2022-06-30,23:12,05:41,2022-06-30,North Bay Jack Garland Airport - North Bay,Jetstar Asia
232,Medicine Hat Regional Airport - Medicine Hat,2022-06-22,12:55,14:42,2022-06-22,La Ronge Airport - La Ronge,Canadian Airlines Intl
233,La Ronge Airport - La Ronge,2022-06-17,00:54,06:11,2022-06-17,Fort Smith Airport - Fort Smith,Yugoslav Airlines
234,Fort Nelson Airport - Fort Nelson,2022-06-09,11:08,17:21,2022-06-09,Victoria International Airport - Victoria,Continental Micronesia
235,Taloyoak Airport - Taloyoak,2022-06-16,07:58,13:21,2022-06-16,Swift Current Airport - Swift Current,Air New Zealand
236,Bonaventure Airport - Bonaventure,2022-06-17,18:13,00:30,2022-06-17,Abbotsford International Airport - Abbotsford,Northwest Airlines
237,Kapuskasing Airport - Kapuskasing,2022-06-18,19:47,22:54,2022-06-18,Lester B. Pearson International Airport - Toronto,Flight West Airlines
238,Goose Bay Airport - Goose Bay,2022-06-28,02:01,07:22,2022-06-28,Timmins/Victor M. Power - Timmins,Cargolux Airlines Intl
239,Beaver Creek Airport - Beaver Creek,2022-06-27,07:16,08:58,2022-06-27,Armstrong Airport - Armstrong,Connie Kalitta Services
240,Goose Bay Airport - Goose Bay,2022-06-28,00:29,06:35,2022-06-28,Victoria International Airport - Victoria,AOM French Airlines
241,Goose Bay Airport - Goose Bay,2022-06-02,08:46,11:44,2022-06-02,Churchill Airport - Churchill,Yugoslav Airlines
242,Bonaventure Airport - Bonaventure,2022-06-19,06:55,07:38,2022-06-19,Mont Joli Airport - Mont-Joli,Scoot Tigerair
243,Downsview Airport - Toronto,2022-06-11,00:24,04:27,2022-06-11,Lester B. Pearson International Airport - Toronto,V Australia
244,Downsview Airport - Toronto,2022-06-14,03:28,06:54,2022-06-14,St Leonard Airport - St Leonard,Gulf Air
245,Swift Current Airport - Swift Current,2022-06-15,21:13,23:39,2022-06-15,Lynn Lake Airport - Lynn Lake,JALways
246,Lester B. Pearson International Airport - Toronto,2022-06-06,05:22,10:17,2022-06-06,Beaver Creek Airport - Beaver Creek,Japan Airlines
247,Lynn Lake Airport - Lynn Lake,2022-06-24,12:15,18:55,2022-06-24,Northwest Regional Airport Terrace-Kitimat - Terrace,Continental Airlines
248,Fort Nelson Airport - Fort Nelson,2022-06-26,12:56,16:09,2022-06-26,Goose Bay Airport - Goose Bay,Beijing Capital Airlines
249,La Ronge Airport - La Ronge,2022-06-30,05:28,07:49,2022-06-30,Fort Nelson Airport - Fort Nelson,Air Australia
250,Goose Bay Airport - Goose Bay,2022-06-08,15:55,17:33,2022-06-08,Gore Bay Manitoulin Airport - Gore Bay,V Australia
251,Armstrong Airport - Armstrong,2022-06-05,10:19,16:33,2022-06-05,Fort Smith Airport - Fort Smith,Air France
252,Swift Current Airport - Swift Current,2022-06-20,23:19,04:03,2022-06-20,Timmins/Victor M. Power - Timmins,LAN Airlines
253,Bonaventure Airport - Bonaventure,2022-06-01,21:17,22:17,2022-06-01,La Ronge Airport - La Ronge,Thai AirAsia X
254,Mont Joli Airport - Mont-Joli,2022-06-22,13:08,13:48,2022-06-22,Fort St John Airport - Fort St.John,Beijing Capital Airlines
255,Mont Joli Airport - Mont-Joli,2022-06-10,01:35,04:06,2022-06-10,Whale Cove Airport - Whale Cove,All Nippon Airways
256,Taloyoak Airport - Taloyoak,2022-06-05,15:24,17:05,2022-06-05,Fort St John Airport - Fort St.John,British Airways
257,Taloyoak Airport - Taloyoak,2022-06-12,05:07,06:52,2022-06-12,Fort St John Airport - Fort St.John,Tasman Cargo Airlines
258,Churchill Airport - Churchill,2022-06-25,09:14,13:44,2022-06-25,Abbotsford International Airport - Abbotsford,Etihad Airways
259,St Leonard Airport - St Leonard,2022-06-14,02:36,05:01,2022-06-14,Swift Current Airport - Swift Current,Airnorth
260,North Bay Jack Garland Airport - North Bay,2022-06-12,04:12,07:35,2022-06-12,Victoria International Airport - Victoria,Vietnam Airlines
261,Kapuskasing Airport - Kapuskasing,2022-06-03,11:26,14:41,2022-06-03,Downsview Airport - Toronto,American Airlines
262,Victoria International Airport - Victoria,2022-06-20,21:06,01:28,2022-06-20,Lynn Lake Airport - Lynn Lake,Air Australia
263,Beaver Creek Airport - Beaver Creek,2022-06-03,09:26,13:34,2022-06-03,North Bay Jack Garland Airport - North Bay,Merpati Nusantara Airlines
264,Abbotsford International Airport - Abbotsford,2022-06-18,15:43,20:12,2022-06-18,Bonaventure Airport - Bonaventure,Air Canada
265,London Airport - London,2022-06-05,11:46,13:23,2022-06-05,Mont Joli Airport - Mont-Joli,Air Caledonie International
266,Kapuskasing Airport - Kapuskasing,2022-06-27,18:37,00:48,2022-06-27,Fort Nelson Airport - Fort Nelson,SkyExpress
267,Mont Joli Airport - Mont-Joli,2022-06-03,20:20,22:22,2022-06-03,Lester B. Pearson International Airport - Toronto,South African Airways
268,Beaver Creek Airport - Beaver Creek,2022-06-24,17:32,23:58,2022-06-24,Timmins/Victor M. Power - Timmins,EgyptAir
269,Whale Cove Airport - Whale Cove,2022-06-08,18:21,22:51,2022-06-08,Fort Smith Airport - Fort Smith,Air Paradise International
270,Gore Bay Manitoulin Airport - Gore Bay,2022-06-17,19:58,23:12,2022-06-17,Swift Current Airport - Swift Current,Gulf Air
271,Abbotsford International Airport - Abbotsford,2022-06-21,14:00,20:29,2022-06-21,Fort Smith Airport - Fort Smith,Tigerair
272,Mont Joli Airport - Mont-Joli,2022-06-16,02:11,03:08,2022-06-16,Fort Nelson Airport - Fort Nelson,Air Paradise International
273,Victoria International Airport - Victoria,2022-06-10,20:34,02:54,2022-06-10,Taloyoak Airport - Taloyoak,Polar Air Cargo
274,Medicine Hat Regional Airport - Medicine Hat,2022-06-26,21:15,03:23,2022-06-26,Taloyoak Airport - Taloyoak,Jin Air
275,Bonaventure Airport - Bonaventure,2022-06-30,02:50,08:02,2022-06-30,Goose Bay Airport - Goose Bay,Lauda Air
276,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-26,23:15,01:09,2022-06-26,Downsview Airport - Toronto,SkyExpress
277,La Ronge Airport - La Ronge,2022-06-13,01:43,04:15,2022-06-13,Victoria International Airport - Victoria,Cook Islands International
278,Fort Nelson Airport - Fort Nelson,2022-06-18,18:33,23:42,2022-06-18,Whale Cove Airport - Whale Cove,Australia Asia Airlines
279,Mont Joli Airport - Mont-Joli,2022-06-19,17:20,20:11,2022-06-19,Downsview Airport - Toronto,Kalitta Air
280,Kapuskasing Airport - Kapuskasing,2022-06-10,04:20,04:54,2022-06-10,Swift Current Airport - Swift Current,Air China
281,Taloyoak Airport - Taloyoak,2022-06-21,14:49,18:14,2022-06-21,Gore Bay Manitoulin Airport - Gore Bay,Polar Air Cargo
282,La Ronge Airport - La Ronge,2022-06-15,19:14,00:26,2022-06-15,Beaver Creek Airport - Beaver Creek,Cook Islands International
283,Armstrong Airport - Armstrong,2022-06-14,14:23,18:31,2022-06-14,St Leonard Airport - St Leonard,Aeroflot Russian Intl A/l
284,Kapuskasing Airport - Kapuskasing,2022-06-01,17:20,20:18,2022-06-01,Swift Current Airport - Swift Current,Australia Asia Airlines
285,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-26,16:35,19:18,2022-06-26,Swift Current Airport - Swift Current,Jetstar
286,London Airport - London,2022-06-14,02:36,05:28,2022-06-14,Medicine Hat Regional Airport - Medicine Hat,Flying Tiger Line
287,Whale Cove Airport - Whale Cove,2022-06-21,15:44,22:07,2022-06-21,North Bay Jack Garland Airport - North Bay,Air India
288,St Leonard Airport - St Leonard,2022-06-18,05:31,07:52,2022-06-18,Abbotsford International Airport - Abbotsford,Singapore Airlines
289,Lester B. Pearson International Airport - Toronto,2022-06-18,12:31,17:09,2022-06-18,Fort St John Airport - Fort St.John,KLM Royal Dutch Airlines
290,Whale Cove Airport - Whale Cove,2022-06-06,20:13,21:08,2022-06-06,Medicine Hat Regional Airport - Medicine Hat,AirAsia X
291,Mont Joli Airport - Mont-Joli,2022-06-10,05:08,08:17,2022-06-10,Bonaventure Airport - Bonaventure,Philippine Airlines
292,Abbotsford International Airport - Abbotsford,2022-06-07,16:29,19:55,2022-06-07,Mont Joli Airport - Mont-Joli,AOM French Airlines
293,Lynn Lake Airport - Lynn Lake,2022-06-01,17:23,20:34,2022-06-01,Downsview Airport - Toronto,Merpati Nusantara Airlines
294,Whale Cove Airport - Whale Cove,2022-06-03,18:32,19:37,2022-06-03,Taloyoak Airport - Taloyoak,Scoot
295,Lester B. Pearson International Airport - Toronto,2022-06-10,06:46,13:12,2022-06-10,Timmins/Victor M. Power - Timmins,Middle East Airlines
296,Timmins/Victor M. Power - Timmins,2022-06-14,01:03,07:24,2022-06-14,Bonaventure Airport - Bonaventure,Lufthansa German Airlines
297,La Ronge Airport - La Ronge,2022-06-12,09:18,11:24,2022-06-12,Fort Smith Airport - Fort Smith,LATAM Airlines
298,Goose Bay Airport - Goose Bay,2022-06-29,14:07,18:59,2022-06-29,Victoria International Airport - Victoria,Air Canada
299,St. John's International Airport - St. John's,2022-06-02,17:19,20:59,2022-06-02,Taloyoak Airport - Taloyoak,Tigerair Australia
300,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-26,03:35,08:26,2022-06-26,Fort St John Airport - Fort St.John,Air Tahiti Nui
301,Kapuskasing Airport - Kapuskasing,2022-06-27,21:17,02:06,2022-06-27,Fort Nelson Airport - Fort Nelson,Kalitta Air
302,Mont Joli Airport - Mont-Joli,2022-06-26,20:06,02:06,2022-06-26,North Bay Jack Garland Airport - North Bay,Emirates
303,Abbotsford International Airport - Abbotsford,2022-06-19,00:35,03:38,2022-06-19,Fort Smith Airport - Fort Smith,Freedom Air International
304,Medicine Hat Regional Airport - Medicine Hat,2022-06-08,08:56,12:22,2022-06-08,Whale Cove Airport - Whale Cove,Air Paradise International
305,Gore Bay Manitoulin Airport - Gore Bay,2022-06-13,16:37,22:51,2022-06-13,Beaver Creek Airport - Beaver Creek,Airlines PNG
306,Fort St John Airport - Fort St.John,2022-06-10,19:58,20:55,2022-06-10,St Leonard Airport - St Leonard,United Airlines
307,St Leonard Airport - St Leonard,2022-06-06,03:36,09:18,2022-06-06,Mont Joli Airport - Mont-Joli,Polynesian Airlines
308,Fort Smith Airport - Fort Smith,2022-06-16,04:54,09:19,2022-06-16,North Bay Jack Garland Airport - North Bay,Garuda Indonesia
309,Bonaventure Airport - Bonaventure,2022-06-19,04:39,07:51,2022-06-19,Churchill Airport - Churchill,Connie Kalitta Services
310,St. John's International Airport - St. John's,2022-06-06,07:47,10:45,2022-06-06,Armstrong Airport - Armstrong,Tigerair Australia
311,St. John's International Airport - St. John's,2022-06-07,07:07,08:13,2022-06-07,Fort Nelson Airport - Fort Nelson,Vietnam Airlines
312,Fort St John Airport - Fort St.John,2022-06-21,05:29,08:19,2022-06-21,Victoria International Airport - Victoria,Tigerair
313,Lynn Lake Airport - Lynn Lake,2022-06-15,19:22,22:29,2022-06-15,Kapuskasing Airport - Kapuskasing,Hong Kong Airlines
314,Lester B. Pearson International Airport - Toronto,2022-06-30,10:05,15:28,2022-06-30,Fort St John Airport - Fort St.John,Sempati Air
315,La Ronge Airport - La Ronge,2022-06-30,04:50,06:16,2022-06-30,Bonaventure Airport - Bonaventure,Continental Micronesia
316,Bonaventure Airport - Bonaventure,2022-06-14,07:36,13:59,2022-06-14,Victoria International Airport - Victoria,Gulf Air
317,Kapuskasing Airport - Kapuskasing,2022-06-26,07:32,08:27,2022-06-26,Armstrong Airport - Armstrong,Tasman Cargo Airlines
318,Gore Bay Manitoulin Airport - Gore Bay,2022-06-13,07:19,10:59,2022-06-13,Mont Joli Airport - Mont-Joli,Tiger Airways
319,London Airport - London,2022-06-17,02:44,08:18,2022-06-17,Bonaventure Airport - Bonaventure,Kalitta Air
320,Fort Smith Airport - Fort Smith,2022-06-21,03:56,05:14,2022-06-21,Whale Cove Airport - Whale Cove,Mandarin Airlines
321,St. John's International Airport - St. John's,2022-06-24,06:55,12:36,2022-06-24,London Airport - London,Continental Airlines
322,Victoria International Airport - Victoria,2022-06-16,08:22,11:59,2022-06-16,Bonaventure Airport - Bonaventure,Royal Tongan Airlines
323,North Bay Jack Garland Airport - North Bay,2022-06-17,02:37,09:12,2022-06-17,Goose Bay Airport - Goose Bay,Norfolk Jet Express
324,Mont Joli Airport - Mont-Joli,2022-06-10,06:22,07:29,2022-06-10,Beaver Creek Airport - Beaver Creek,American Airlines
325,Armstrong Airport - Armstrong,2022-06-23,04:14,06:13,2022-06-23,Whale Cove Airport - Whale Cove,Gemini Air Cargo
326,Fort Smith Airport - Fort Smith,2022-06-02,02:41,04:47,2022-06-02,Bonaventure Airport - Bonaventure,Airlines PNG
327,St Leonard Airport - St Leonard,2022-06-28,22:02,01:03,2022-06-28,Timmins/Victor M. Power - Timmins,Qantas Airways
328,Lynn Lake Airport - Lynn Lake,2022-06-23,21:45,00:12,2022-06-23,St. John's International Airport - St. John's,Nauru Airlines
329,Goose Bay Airport - Goose Bay,2022-06-21,09:30,11:55,2022-06-21,Victoria International Airport - Victoria,Aeroflot Russian Intl A/l
330,Gore Bay Manitoulin Airport - Gore Bay,2022-06-29,21:17,23:55,2022-06-29,Northwest Regional Airport Terrace-Kitimat - Terrace,South African Airways
331,Gore Bay Manitoulin Airport - Gore Bay,2022-06-01,22:49,05:05,2022-06-01,Lynn Lake Airport - Lynn Lake,Etihad Airways
332,Lynn Lake Airport - Lynn Lake,2022-06-01,07:25,12:07,2022-06-01,Fort St John Airport - Fort St.John,LATAM Airlines
333,Victoria International Airport - Victoria,2022-06-01,01:48,04:26,2022-06-01,North Bay Jack Garland Airport - North Bay,Singapore Airlines
334,La Ronge Airport - La Ronge,2022-06-06,05:41,08:50,2022-06-06,Timmins/Victor M. Power - Timmins,OzJet
335,Swift Current Airport - Swift Current,2022-06-02,19:35,01:03,2022-06-02,St. John's International Airport - St. John's,Cebu Pacific Air
336,Victoria International Airport - Victoria,2022-06-06,08:06,08:54,2022-06-06,Churchill Airport - Churchill,Aegean Airlines
337,North Bay Jack Garland Airport - North Bay,2022-06-28,18:02,22:30,2022-06-28,London Airport - London,MBA Pty Ltd
338,Lynn Lake Airport - Lynn Lake,2022-06-13,02:37,03:07,2022-06-13,Lester B. Pearson International Airport - Toronto,China Airlines
339,Downsview Airport - Toronto,2022-06-08,07:03,08:15,2022-06-08,Fort Smith Airport - Fort Smith,Aegean Airlines
340,Bonaventure Airport - Bonaventure,2022-06-17,06:14,12:24,2022-06-17,Taloyoak Airport - Taloyoak,Air Chathams
341,Beaver Creek Airport - Beaver Creek,2022-06-08,01:45,03:22,2022-06-08,Lynn Lake Airport - Lynn Lake,Swissair
342,Lester B. Pearson International Airport - Toronto,2022-06-12,05:48,08:16,2022-06-12,Fort St John Airport - Fort St.John,Lan Chile
343,Gore Bay Manitoulin Airport - Gore Bay,2022-06-01,22:32,00:22,2022-06-01,Whale Cove Airport - Whale Cove,Merpati Nusantara Airlines
344,Fort Nelson Airport - Fort Nelson,2022-06-22,11:57,15:52,2022-06-22,Whale Cove Airport - Whale Cove,Lufthansa German Airlines
345,Lynn Lake Airport - Lynn Lake,2022-06-12,22:35,00:43,2022-06-12,Goose Bay Airport - Goose Bay,China Eastern Airlines
346,Mont Joli Airport - Mont-Joli,2022-06-23,23:05,03:57,2022-06-23,Lester B. Pearson International Airport - Toronto,Tigerair
347,London Airport - London,2022-06-16,23:07,04:30,2022-06-16,Bonaventure Airport - Bonaventure,Korean Air
348,London Airport - London,2022-06-05,09:40,13:56,2022-06-05,Taloyoak Airport - Taloyoak,Hong Kong Airlines
349,Goose Bay Airport - Goose Bay,2022-06-18,00:53,06:34,2022-06-18,London Airport - London,OzJet
350,Churchill Airport - Churchill,2022-06-11,15:13,15:52,2022-06-11,Beaver Creek Airport - Beaver Creek,Batik Air Indonesia
351,Timmins/Victor M. Power - Timmins,2022-06-28,11:35,12:42,2022-06-28,Victoria International Airport - Victoria,Beijing Capital Airlines
352,Kapuskasing Airport - Kapuskasing,2022-06-08,18:30,23:29,2022-06-08,Downsview Airport - Toronto,Austrian Airlines
353,Medicine Hat Regional Airport - Medicine Hat,2022-06-22,23:17,05:21,2022-06-22,Abbotsford International Airport - Abbotsford,Xiamen Airlines
354,Beaver Creek Airport - Beaver Creek,2022-06-15,19:54,20:30,2022-06-15,Armstrong Airport - Armstrong,Air Zimbabwe
355,Beaver Creek Airport - Beaver Creek,2022-06-17,03:28,05:30,2022-06-17,Swift Current Airport - Swift Current,Aegean Airlines
356,La Ronge Airport - La Ronge,2022-06-18,12:16,13:53,2022-06-18,Gore Bay Manitoulin Airport - Gore Bay,LAN Airlines
357,St. John's International Airport - St. John's,2022-06-23,14:07,19:13,2022-06-23,Fort St John Airport - Fort St.John,Tasman Cargo Airlines
358,Whale Cove Airport - Whale Cove,2022-06-21,11:19,14:26,2022-06-21,Victoria International Airport - Victoria,Airlines PNG
